Station;Sampledate;IsIntegrated;Chl-a (mg m^-3;Notes;Depth
C3;2020-05-12 10:15:00;1;2,78;;10
C3;2020-05-12 10:15:00;1;2,87;;10
C3;2020-05-12 10:15:00;0;3,28;;0,5
C3;2020-05-12 10:15:00;0;3,24;;0,5
B7;2020-05-12 17:00:00;1;3,10;;10
B7;2020-05-12 17:00:00;1;3,09;;10
A5;2020-05-13 08:00:00;1;2,55;;10
A5;2020-05-13 08:00:00;1;2,57;;10
A5;2020-05-13 08:00:00;0;2,57;;0,5
A5;2020-05-13 08:00:00;0;2,54;;0,5
RA2;2020-05-13 14:10:00;1;2,29;;10
RA2;2020-05-13 14:10:00;1;2,28;;10
RA2;2020-05-13 14:10:00;0;2,48;;0,5
RA2;2020-05-13 14:10:00;0;2,51;;0,5
A13;2020-05-14 11:00:00;1;2,73;;10
A13;2020-05-14 11:00:00;1;2,77;;10
B3;2020-05-25 09:10:00;1;3,33;;10
B3;2020-05-25 09:10:00;1;3,32;;10
GA1;2020-06-08 13:15:00;0;3,03;;0,5
GA1;2020-06-08 13:15:00;0;3,01;;0,5
GA1;2020-06-08 13:15:00;1;2,57;;10
GA1;2020-06-08 13:15:00;1;2,58;;10
C14;2020-06-08 19:00:00;1;2,55;;10
C14;2020-06-08 19:00:00;1;2,57;;10
C3;2020-06-09 11:05:00;0;2,53;;0,5
C3;2020-06-09 11:05:00;0;2,65;;0,5
C3;2020-06-09 11:05:00;1;3,47;;10
C3;2020-06-09 11:05:00;1;3,43;;10
B7;2020-06-09 17:50:00;1;3,61;;10
B7;2020-06-09 17:50:00;1;3,58;;10
A5;2020-06-10 08:40:00;1;4,00;;10
A5;2020-06-10 08:40:00;1;3,95;;10
A5;2020-06-10 08:40:00;0;3,63;;0,5
A5;2020-06-10 08:40:00;0;3,74;;0,5
RA1;2020-06-10 15:15:00;1;2,48;;5
RA1;2020-06-10 15:15:00;1;2,45;;5
RA2;2020-06-10 16:25:00;1;3,42;;10
RA2;2020-06-10 16:25:00;1;3,38;;10
RA2;2020-06-10 16:25:00;0;3,73;;0,5
RA2;2020-06-10 16:25:00;0;3,71;;0,5
A13;2020-06-11 10:45:00;1;3,06;;10
A13;2020-06-11 10:45:00;1;3,05;;10
B3;2020-06-23 08:40:00;1;2,89;;10
B3;2020-06-23 08:40:00;1;2,88;;10
SAv1;2020-07-06 09:50:00;1;3,01;;5
SAv1;2020-07-06 09:50:00;1;2,97;;5
SAv2;2020-07-06 10:30:00;1;3,47;;5
SAv2;2020-07-06 10:30:00;1;3,54;;5
SBy1;2020-07-07 09:20:00;1;3,89;;5
SBy1;2020-07-07 09:20:00;1;3,99;;5
SRi1;2020-07-07 10:25:00;1;3,76;;10
SRi1;2020-07-07 10:25:00;1;3,76;;10
SGu1;2020-07-07 11:50:00;1;4,09;;5
SGu1;2020-07-07 11:50:00;1;4,09;;5
SBf1;2020-07-07 15:45:00;1;3,51;;5
SBf1;2020-07-07 15:45:00;1;3,52;;5
SYt1;2020-07-08 08:50:00;1;2,59;;5
SYt1;2020-07-08 08:50:00;1;2,52;;5
SYt1;2020-07-08 08:50:00;0;1,37;;0,5
SYt1;2020-07-08 08:50:00;0;1,64;;0,5
SBy1;2020-07-07 09:20:00;0;3,69;;0,5
SBy1;2020-07-07 09:20:00;0;3,71;;0,5
SRi1;2020-07-07 10:25:00;0;3,75;;0,5
SRi1;2020-07-07 10:25:00;0;3,81;;0,5
SGu1;2020-07-07 11:50:00;0;3,96;;0,5
SGu1;2020-07-07 11:50:00;0;4,01;;0,5
SBf1;2020-07-07 15:45:00;0;3,33;;0,5
SBf1;2020-07-07 15:45:00;0;3,25;;0,5
C3;2020-07-07 10:30:00;1;2,32;Filtrerat 200ml;10
C3;2020-07-07 10:30:00;1;2,32;Filtrerat 200ml;10
C3;2020-07-07 10:30:00;0;2,04;Filtrerat 200ml;0,5
C3;2020-07-07 10:30:00;0;1,96;Filtrerat 200ml;0,5
SIT1;2020-07-07 20:40:00;1;3,64;;5
SIT1;2020-07-07 20:40:00;1;3,65;;5
SIT2;2020-07-07 21:05:00;1;4,44;;5
SIT2;2020-07-07 21:05:00;1;4,54;;5
C14;2020-07-08 08:45:00;1;2,27;;10
C14;2020-07-08 08:45:00;1;2,27;;10
GA1;2020-07-08 13:50:00;1;3,21;;10
GA1;2020-07-08 13:50:00;1;3,48;;10
GA1;2020-07-08 13:50:00;0;3,44;;0,5
GA1;2020-07-08 13:50:00;0;3,34;;0,5
B7;2020-07-08 19:30:00;1;2,35;;10
B7;2020-07-08 19:30:00;1;2,34;;10
A5;2020-07-09 08:35:00;1;3,44;;10
A5;2020-07-09 08:35:00;1;3,52;;10
A5;2020-07-09 08:35:00;0;3,56;;0,5
A5;2020-07-09 08:35:00;0;3,71;;0,5
RA1;2020-07-09 14:30:00;1;3,38;;5
RA1;2020-07-09 14:30:00;1;3,51;;5
RA2;2020-07-09 15:30:00;1;2,56;;10
RA2;2020-07-09 15:30:00;1;2,42;;10
RA2;2020-07-09 15:30:00;0;2,80;;0,5
RA2;2020-07-09 15:30:00;0;2,69;;0,5
A13;2020-07-10 09:40:00;1;3,11;;10
A13;2020-07-10 09:40:00;1;3,04;;10
A13;2020-08-07 10:35:00;1;1,94;;10
A13;2020-08-07 10:35:00;1;1,93;;10
RA2;2020-08-06 15:35:00;1;1,58;;10
RA2;2020-08-06 15:35:00;1;1,70;;10
RA1;2020-08-06 14:15:00;1;5,55;;5
RA1;2020-08-06 14:15:00;1;5,61;;5
A5;2020-08-06 08:10:00;1;1,45;;10
A5;2020-08-06 08:10:00;1;1,47;;10
B3;2020-08-05 15:30:00;1;3,29;;10
B3;2020-08-05 15:30:00;1;3,09;;10
GA1;2020-08-05 09:40:00;1;5,17;;10
GA1;2020-08-05 09:40:00;1;5,03;;10
C14;2020-08-04 17:40:00;1;2,75;Algblomning;10
C14;2020-08-04 17:40:00;1;3,65;Algblomning;10
C14;2020-08-04 17:40:00;1;2,95;Algblomning;10
C14;2020-08-04 17:40:00;1;3,22;Algblomning;10
C24;2020-08-04 12:40:00;1;4,54;;10
C24;2020-08-04 12:40:00;1;4,85;;10
SIT4;2020-08-03 18:50:00;1;5,94;;5
SIT4;2020-08-03 18:50:00;1;5,85;;5
SIT3;2020-08-03 18:10:00;1;5,95;;5
SIT3;2020-08-03 18:10:00;1;5,95;;5
C3;2020-08-03 12:25:00;1;2,65;;10
C3;2020-08-03 12:25:00;1;2,96;;10
C3;2020-08-03 12:25:00;0;2,86;;0,5
C3;2020-08-03 12:25:00;0;2,48;;0,5
GA1;2020-08-05 09:40:00;0;5,09;;0,5
GA1;2020-08-05 09:40:00;0;4,62;;0,5
A5;2020-08-06 08:10:00;0;1,51;;0,5
A5;2020-08-06 08:10:00;0;1,49;;0,5
RA2;2020-08-06 15:35:00;0;2,59;;0,5
RA2;2020-08-06 15:35:00;0;2,57;;0,5
B7;2020-08-17 09:00:00;1;3,33;;10
B7;2020-08-17 09:00:00;1;2,99;;10
SAv3;2020-08-17 09:50:00;1;6,42;Poolat, 1,2,3,4m;4
SAv3;2020-08-17 09:50:00;1;6,45;Poolat, 1,2,3,4m;4
SAv4;2020-08-17 10:35:00;1;8,87;Poolat, 1,2,3,4,5m;5
SAv4;2020-08-17 10:35:00;1;8,91;Poolat, 1,2,3,4,5m;5
SBy1;2020-08-18 09:10:00;1;2,64;;5
SBy1;2020-08-18 09:10:00;1;2,64;;5
SBy1;2020-08-18 09:10:00;0;2,32;;0,5
SBy1;2020-08-18 09:10:00;0;2,32;;0,5
SRi1;2020-08-18 10:00:00;1;2,24;Ett hinkprov felmärkt 0-10, avvikelserapport gjord,;10
SRi1;2020-08-18 10:00:00;1;2,17;Ett hinkprov felmärkt 0-10, avvikelserapport gjord,;10
SRi1;2020-08-18 10:00:00;0;2,61;Ett hinkprov felmärkt 0-10, avvikelserapport gjord,;0,5
SRi1;2020-08-18 10:00:00;0;2,43;;0,5
SGu1;2020-08-18 11:15:00;1;2,94;;5
SGu1;2020-08-18 11:15:00;1;2,95;;5
SGu1;2020-08-18 11:15:00;0;1,97;;0,5
SGu1;2020-08-18 11:15:00;0;1,99;;0,5
SBf1;2020-08-18 14:50:00;1;2,75;;5
SBf1;2020-08-18 14:50:00;1;2,80;;5
SBf1;2020-08-18 14:50:00;0;2,75;;0,5
SBf1;2020-08-18 14:50:00;0;2,64;;0,5
SYt1;2020-08-19 08:50:00;1;3,33;Poolat 1,2,3,4,5m;5
SYt1;2020-08-19 08:50:00;1;3,49;Poolat 1,2,3,4,5m;5
SYt1;2020-08-19 08:50:00;0;2,32;;0,5
SYt1;2020-08-19 08:50:00;0;2,43;;0,5
B38;2020-08-20 12:35:00;1;3,60;Mycket cyanobakterierMycket cyanobakterier;10
B38;2020-08-20 12:35:00;1;2,90;Mycket cyanobakterier;10
A01B;2020-08-20 13:20:00;1;2,98;;10
A01B;2020-08-20 13:20:00;1;2,97;;10
INF1;2020-08-20 14:00:00;1;3,16;Mycket cyanobakterier;10
INF1;2020-08-20 14:00:00;1;2,65;Mycket cyanobakterier;10
INF2;2020-08-20 14:30:00;1;3,05;Mycket cyanobakterier;10
INF2;2020-08-20 14:30:00;1;2,38;Mycket cyanobakterier;10
S2;2020-08-20 15:05:00;1;3,50;Mycket cyanobakterier;10
S2;2020-08-20 15:05:00;1;2,70;Mycket cyanobakterier;10
A03;2020-08-20 15:50:00;1;2,78;;10
A03;2020-08-20 15:50:00;1;3,00;;10
UB6;2020-08-20 16:45:00;1;2,39;Mycket cyanobakterier;10
UB6;2020-08-20 16:45:00;1;2,12;Mycket cyanobakterier;10
MJS1;2020-08-20 17:30:00;1;2,77;Mycket cyanobakterier;10
MJS1;2020-08-20 17:30:00;1;2,39;Mycket cyanobakterier;10
V4;2020-08-20 18:05:00;1;2,54;;10
V4;2020-08-20 18:05:00;1;2,67;;10
UB3;2020-08-20 18:40:00;1;2,67;;10
UB3;2020-08-20 18:40:00;1;2,50;;10
B3;2020-08-31 09:10:00;1;2,78;;10
B3;2020-08-31 09:10:00;1;2,59;;10
GA1;2020-09-21 13:10:00;1;2,26;;10
GA1;2020-09-21 13:10:00;1;2,22;;10
GA1;2020-09-21 13:10:00;0;2,26;;0,5
GA1;2020-09-21 13:10:00;0;2,63;Synliga Aphanizomenon-kolonier på filtret;0,5
C14;2020-09-21 18:10:00;1;2,54;;10
C14;2020-09-21 18:10:00;1;2,38;;10
C3;2020-09-22 11:35:00;1;3,57;;10
C3;2020-09-22 11:35:00;1;3,43;;10
C3;2020-09-22 11:35:00;0;3,71;;0,5
C3;2020-09-22 11:35:00;0;3,66;;0,5
B7;2020-09-22 18:40:00;1;2,54;;10
B7;2020-09-22 18:40:00;1;2,53;;10
A5;2020-09-23 08:05:00;1;1,72;;10
A5;2020-09-23 08:05:00;1;1,67;;10
A5;2020-09-23 08:05:00;0;1,70;;0,5
A5;2020-09-23 08:05:00;0;1,66;;0,5
RA2;2020-09-23 13:45:00;1;2,96;;10
RA2;2020-09-23 13:45:00;1;2,97;;10
RA2;2020-09-23 13:45:00;0;2,86;;0,5
RA2;2020-09-23 13:45:00;0;2,88;;0,5
RA1;2020-09-23 14:20:00;1;4,85;;5
RA1;2020-09-23 14:20:00;1;4,69;;5
A13;2020-09-24 11:00:00;1;2,38;;10
A13;2020-09-24 11:00:00;1;2,41;;10
B3;2020-10-06 08:50:00;1;5,48;;10
B3;2020-10-06 08:50:00;1;5,80;;10
GA1;2020-10-19 14:50:00;1;2,10;;10
GA1;2020-10-19 14:50:00;1;2,19;;10
C14;2020-10-20 09:00:00;1;2,39;;10
C14;2020-10-20 09:00:00;1;2,37;;10
C3;2020-10-20 14:40:00;1;2,95;;10
C3;2020-10-20 14:40:00;1;2,77;;10
B7;2020-10-20 20:15:00;1;1,37;;10
B7;2020-10-20 20:15:00;1;1,36;;10
A5;2020-10-21 09:20:00;1;1,44;;10
A5;2020-10-21 09:20:00;1;1,43;;10
RA2;2020-10-21 16:30:00;1;3,08;;10
RA2;2020-10-21 16:30:00;1;3,10;;10
A13;2020-10-22 11:00:00;1;1,52;;10
A13;2020-10-22 11:00:00;1;1,53;;10
B3;2020-11-10 08:45:00;1;1,18;;10
B3;2020-11-10 08:45:00;1;1,17;;10
RA1;2020-11-10 09:20:00;1;1,40;Poolat, 1,2,5,5,max, >4h mellan provtagning och filtrering,;5
RA1;2020-11-10 09:20:00;1;1,35;Poolat, 1,2,5,5,max, >4h mellan provtagning och filtrering,;5
B7;2020-12-11 08:30:00;1;0,87;;10
B7;2020-12-11 08:30:00;1;0,97;;10
GA1;2020-12-09 10:30:00;1;0,76;;10
GA1;2020-12-09 10:30:00;1;0,64;;10
RA2;2021-01-28 09:15:00;1;0,35;Poolat, 1,2,5,5, 7,5,max, >4h mellan provtagning och filtrering,;10
RA2;2021-01-28 09:15:00;1;0,35;Poolat, 1,2,5,5,7,5,max, >4h mellan provtagning och filtrering,;10
B7;2021-01-28 10:50:00;1;0,38;;10
B7;2021-01-28 10:50:00;1;0,37;;10
B3;2021-02-09 12:15:00;1;0,38;;10
B3;2021-02-09 12:15:00;1;0,41;;10
GA1;2021-02-09 19:20:00;1;0,38;;10
GA1;2021-02-09 19:20:00;1;0,38;;10
C3;2021-02-10 11:25:00;1;0,44;;10
C3;2021-02-10 11:25:00;1;0,43;;10
C14;2021-02-10 17:10:00;1;0,45;;10
C14;2021-02-10 17:10:00;1;0,45;;10
RA1;2021-03-04 09:35:00;1;0,16;Poolat, 1,2,5,5 >4h mellan provtagning och filtrering,;5
RA1;2021-03-04 09:35:00;1;0,16;Poolat, 1,2,5,5 >4h mellan provtagning och filtrering,;5
RA2;2021-03-04 10:50:00;1;0,19;Poolat, 1, 2,5, 5, 7,5, 10m, >4h mellan provtagning och filtrering,;10
RA2;2021-03-04 10:50:00;1;0,19;Poolat, 1, 2,5, 5, 7,5, 10m, >4h mellan provtagning och filtrering,Poolat, 1, 2,5, 5, 7,5, 10m;10
B7;2021-03-17 10:10:00;1;0,67;Poolat, 1, 2,5, 5, 7,5, 10m;10
B7;2021-03-17 10:10:00;1;0,66;Poolat, 1, 2,5, 5, 7,5, 10m;10
B3;2021-04-08 09:00:00;1;4,80;;10
B3;2021-04-08 09:00:00;1;4,85;;10
B7;2021-04-19 09:00:00;1;12,57;;10
B7;2021-04-19 09:00:00;1;12,36;;10
GA1;2021-04-26 20:10:00;1;9,58;;10
C24;2021-04-27 08:15:00;1;6,55;;10
GA1;2021-04-26 20:10:00;0;8,72;;0,5
C14;2021-04-27 13:45:00;1;8,43;;10
C14;2021-04-27 13:45:00;1;8,60;;10
C3;2021-04-27 18:35:00;1;11,10;;10
C3;2021-04-27 18:35:00;1;11,41;;10
C3;2021-04-27 18:35:00;0;10,80;;0,5
C3;2021-04-27 18:35:00;0;10,94;;0,5
B3;2021-04-28 08:05:00;1;6,78;;10
B3;2021-04-28 08:05:00;1;6,89;;10
A13;2021-04-28 18:05:00;1;1,45;;10
A13;2021-04-28 18:05:00;1;1,53;;10
RA2;2021-04-29 14:05:00;1;0,90;;10
RA2;2021-04-29 14:05:00;1;0,91;;10
B7;2021-05-11 08:50:00;1;5,53;;10
B7;2021-05-11 08:50:00;1;5,61;;10
B3;2021-05-26 08:00:00;1;4,63;;10
B3;2021-05-26 08:00:00;1;4,42;;10
C3;2021-05-25 18:35:00;1;1,70;;10
C3;2021-05-25 18:35:00;1;1,71;;10
C3;2021-05-25 18:35:00;0;1,74;;0,5
C3;2021-05-25 18:35:00;0;1,73;;0,5
C14;2021-05-25 13:55:00;1;1,95;;10
C14;2021-05-25 13:55:00;1;1,90;;10
C24;2021-05-25 08:05:00;1;2,90;;10
C24;2021-05-25 08:05:00;1;3,17;;10
GA1;2021-05-24 19:20:00;1;1,63;;10
GA1;2021-05-24 19:20:00;1;1,62;;10
A13;2021-05-26 18:05:00;1;2,44;;10
A13;2021-05-26 18:05:00;1;2,33;;10
RA1;2021-05-27 09:00:00;1;1,19;Gick ej att få igenom 100ml;5
RA1;2021-05-27 09:00:00;1;1,09;Gick ej att få igenom 100ml;5
RA2;2021-05-27 09:00:00;1;1,39;;10
RA2;2021-05-27 09:00:00;1;1,41;;10
RA2;2021-05-27 09:00:00;0;1,29;;0,5
RA2;2021-05-27 09:00:00;0;1,19;;0,5
A5;2021-05-27 14:15:00;1;2,36;;10
A5;2021-05-27 14:15:00;1;2,34;;10
A5;2021-05-27 14:15:00;0;2,40;;0,5
A5;2021-05-27 14:15:00;0;2,38;;0,5
B7;2021-06-02 08:15:00;1;4,96;;10
B7;2021-06-02 08:15:00;1;5,10;;10
A13;2021-06-07 18:50:00;1;2,15;;10
A13;2021-06-07 18:50:00;1;2,13;;10
A5;2021-06-08 08:00:00;1;1,54;;10
A5;2021-06-08 08:00:00;1;1,54;;10
A5;2021-06-08 08:00:00;0;2,70;;0,5
A5;2021-06-08 08:00:00;0;2,70;;0,5
RA1;2021-06-08 13:10:00;1;3,21;;5
RA1;2021-06-08 13:10:00;1;3,16;;5
RA2;2021-06-08 14:25:00;1;3,16;;10
RA2;2021-06-08 14:25:00;1;3,03;;10
RA2;2021-06-08 14:25:00;0;4,07;;0,5
RA2;2021-06-08 14:25:00;0;4,08;;0,5
B3;2021-06-09 08:00:00;1;3,27;;10
B3;2021-06-09 08:00:00;1;3,21;;10
C3;2021-06-09 14:40:00;1;2,03;;10
C3;2021-06-09 14:40:00;1;1,99;;10
C3;2021-06-09 14:40:00;0;1,71;;0,5
C3;2021-06-09 14:40:00;0;1,70;;0,5
GA1;2021-06-09 19:55:00;1;2,32;;10
GA1;2021-06-09 19:55:00;1;2,40;;10
GA1;2021-06-09 19:55:00;0;1,49;;0,5
GA1;2021-06-09 19:55:00;0;1,49;;0,5
C14;2021-06-10 14:10:00;1;1,69;;10
C14;2021-06-10 14:10:00;1;1,72;;10
C24;2021-06-10 08:00:00;1;2,07;;10
C24;2021-06-10 08:00:00;1;2,00;;10
B7;2021-06-22 08:30:00;1;4,67;;10
B7;2021-06-22 08:30:00;1;4,77;;10
A13;2021-07-05 18:30:00;1;3,78;;10
A13;2021-07-05 18:30:00;1;3,86;;10
RA2;2021-07-06 08:05:00;1;3,03;;10
RA2;2021-07-06 08:05:00;1;3,05;;10
RA2;2021-07-06 08:05:00;0;1,91;;0,5
RA2;2021-07-06 08:05:00;0;1,99;;0,5
A5;2021-07-06 14:25:00;1;2,80;;10
A5;2021-07-06 14:25:00;1;2,84;;10
A5;2021-07-06 14:25:00;0;2,74;;0,5
A5;2021-07-06 14:25:00;0;2,79;;0,5
B3;2021-07-07 07:55:00;1;2,19;;10
B3;2021-07-07 07:55:00;1;2,32;;10
C3;2021-07-07 13:40:00;1;1,92;;10
C3;2021-07-07 13:40:00;1;1,84;;10
C3;2021-07-07 13:40:00;0;1,87;;0,5
C3;2021-07-07 13:40:00;0;1,88;;0,5
GA1;2021-07-07 18:50:00;1;2,11;;10
GA1;2021-07-07 18:50:00;1;2,06;;10
GA1;2021-07-07 18:50:00;0;1,35;;0,5
GA1;2021-07-07 18:50:00;0;1,27;;0,5
C24;2021-07-08 08:00:00;1;2,20;;10
C24;2021-07-08 08:00:00;1;2,23;;10
C14;2021-07-08 14:10:00;1;1,44;;10
C14;2021-07-08 14:10:00;1;1,45;;10
SYt1;2021-07-13 11:50:00;1;6,54;;5
SYt1;2021-07-13 11:50:00;1;6,27;;5
SBy1;2021-07-12 16:00:00;1;3,67;;5
SBy1;2021-07-12 16:00:00;1;3,63;;5
SBy1;2021-07-12 16:00:00;0;2,85;;0,5
SBy1;2021-07-12 16:00:00;0;2,93;;0,5
SRi1;2021-07-12 16:55:00;0;2,27;;0,5
SRi1;2021-07-12 16:55:00;0;2,24;;0,5
SRi1;2021-07-12 16:55:00;1;2,78;;10
SRi1;2021-07-12 16:55:00;1;2,84;;10
SGu1;2021-07-12 18:10:00;0;3,87;;0,5
SGu1;2021-07-12 18:10:00;0;3,87;;0,5
SGu1;2021-07-12 18:10:00;1;3,67;;5
SGu1;2021-07-12 18:10:00;1;3,74;;5
SBf1;2021-07-13 08:25:00;0;3,36;;0,5
SBf1;2021-07-13 08:25:00;0;3,68;;0,5
SBf1;2021-07-13 08:25:00;1;6,33;;5
SBf1;2021-07-13 08:25:00;1;6,29;;5
SYt1;2021-07-13 11:50:00;0;3,60;;0,5
SYt1;2021-07-13 11:50:00;0;3,75;;0,5
C14;2021-08-05 14:20:00;1;2,22;Aphanizomenon sp, i provet;10
C14;2021-08-05 14:20:00;1;2,51;Aphanizomenon sp, i provet;10
C24;2021-08-05 08:05:00;1;4,22;Aphanizomenon sp, i provet;10
C24;2021-08-05 08:05:00;1;3,64;Aphanizomenon sp, i provet;10
GA1;2021-08-04 19:55:00;1;1,73;Aphanizomenon sp, i provet;10
GA1;2021-08-04 19:55:00;1;1,87;Aphanizomenon sp, i provet;10
C3;2021-08-04 14:15:00;1;1,63;Aphanizomenon sp, i provet;10
C3;2021-08-04 14:15:00;1;1,54;Aphanizomenon sp, i provet;10
C3;2021-08-04 14:15:00;0;1,86;Hinkprov, Aphanizomenon sp, i provet;0,5
C3;2021-08-04 14:15:00;0;1,62;Hinkprov, Aphanizomenon sp, i provet;0,5
GA1;2021-08-04 19:55:00;0;1,61;Hinkprov, Aphanizomenon sp, i provet;0,5
GA1;2021-08-04 19:55:00;0;1,75;Hinkprov, Aphanizomenon sp, i provet;0,5
B7;2021-08-04 08:30:00;1;1,74;Aphanizomenon sp, i provet;10
B7;2021-08-04 08:30:00;1;1,62;Aphanizomenon sp, i provet;10
A13;2021-08-02 18:40:00;1;2,12;Se kvalitetssäkringsrapport;10
A13;2021-08-02 18:40:00;1;1,35;Se kvalitetssäkringsrapport;10
RA1;2021-08-03 08:45:00;1;2,24;;5
RA1;2021-08-03 08:45:00;1;2,19;;5
RA2;2021-08-03 08:40:00;1;1,63;;10
RA2;2021-08-03 08:40:00;1;1,59;;10
RA2;2021-08-03 08:40:00;0;1,59;Hinkprov;0,5
RA2;2021-08-03 08:40:00;0;1,45;Hinkprov;0,5
A5;2021-08-03 14:05:00;1;1,70;;10
A5;2021-08-03 14:05:00;1;1,68;;10
A5;2021-08-03 14:05:00;0;1,86;Hinkprov;0,5
A5;2021-08-03 14:05:00;0;1,84;Hinkprov;0,5
B3;2021-08-30 08:40:00;1;4,81;;10
B3;2021-08-30 08:40:00;1;4,91;;10
SYt1;2021-08-26 14:50:00;1;4,08;;5
SYt1;2021-08-26 14:50:00;1;4,19;;5
SBf1;2021-08-26 17:50:00;1;2,33;;5
SBf1;2021-08-26 17:50:00;1;2,30;;5
SGu1;2021-08-26 21:10:00;1;2,86;;5
SGu1;2021-08-26 21:10:00;1;2,88;;5
SGu1;2021-08-26 21:10:00;0;2,42;;0,5
SGu1;2021-08-26 21:10:00;0;2,40;;0,5
SBf1;2021-08-26 17:50:00;0;2,22;;0,5
SBf1;2021-08-26 17:50:00;0;2,19;;0,5
SYt1;2021-08-26 14:50:00;0;4,22;;0,5
SYt1;2021-08-26 14:50:00;0;4,20;;0,5
SRi1;2021-08-27 06:40:00;1;3,79;;10
SRi1;2021-08-27 06:40:00;1;3,72;;10
SRi1;2021-08-27 06:40:00;0;3,95;;0,5
SRi1;2021-08-27 06:40:00;0;3,99;;0,5
SBy1;2021-08-27 07:30:00;0;4,59;;0,5
SBy1;2021-08-27 07:30:00;0;4,48;;0,5
SBy1;2021-08-27 07:30:00;1;4,17;;5
SBy1;2021-08-27 07:30:00;1;4,14;;5
A01B;2021-08-30 16:40:00;1;4,29;;10
A01B;2021-08-30 16:40:00;1;4,35;;10
INF1;2021-08-30 17:20:00;1;3,61;;10
INF1;2021-08-30 17:20:00;1;3,78;;10
INF2;2021-08-30 17:50:00;1;3,78;;10
INF2;2021-08-30 17:50:00;1;3,73;;10
S2;2021-08-30 18:30:00;1;4,08;;10
S2;2021-08-30 18:30:00;1;4,29;;10
UB3;2021-08-31 08:35:00;1;3,35;;10
UB3;2021-08-31 08:35:00;1;4,09;;10
V4;2021-08-31 09:15:00;1;3,47;;10
V4;2021-08-31 09:15:00;1;3,66;;10
MJS1;2021-08-31 10:05:00;1;4,08;;10
MJS1;2021-08-31 10:05:00;1;4,49;;10
UB6;2021-08-31 10:35:00;1;4,59;;10
UB6;2021-08-31 10:35:00;1;4,26;;10
A13;2021-09-13 19:20:00;1;2,88;;10
A13;2021-09-13 19:20:00;1;2,91;;10
RA1;2021-09-14 08:50:00;1;6,79;;5
RA1;2021-09-14 08:50:00;1;6,84;;5
RA2;2021-09-14 10:00:00;1;4,52;;10
RA2;2021-09-14 10:00:00;1;4,39;;10
RA2;2021-09-14 10:00:00;0;4,36;;0,5
RA2;2021-09-14 10:00:00;0;4,38;;0,5
A5;2021-09-14 14:45:00;1;2,23;;10
A5;2021-09-14 14:45:00;1;2,16;;10
A5;2021-09-14 14:45:00;0;2,17;;0,5
A5;2021-09-14 14:45:00;0;2,23;;0,5
B7;2021-09-15 08:10:00;1;1,94;;10
B7;2021-09-15 08:10:00;1;1,97;;10
C3;2021-09-15 15:45:00;1;3,06;;10
C3;2021-09-15 15:45:00;1;2,76;;10
C3;2021-09-15 15:45:00;0;2,82;;0,5
C3;2021-09-15 15:45:00;0;3,23;;0,5
GA1;2021-09-15 20:00:00;1;2,58;;10
GA1;2021-09-15 20:00:00;1;2,54;;10
GA1;2021-09-15 20:00:00;0;2,51;;0,5
GA1;2021-09-15 20:00:00;0;2,62;;0,5
C24;2021-09-16 08:05:00;1;2,72;;10
C24;2021-09-16 08:05:00;1;2,74;;10
C14;2021-09-16 15:00:00;1;2,30;;10
C14;2021-09-16 15:00:00;1;2,35;;10
B3;2021-09-28 08:45:00;1;3,30;;10
B3;2021-09-28 08:45:00;1;3,70;;10
B7;2021-10-12 08:45:00;1;2,88;;10
B7;2021-10-12 08:45:00;1;2,87;;10
A13;2021-10-25 18:30:00;1;1,22;;10
A13;2021-10-25 18:30:00;1;1,19;;10
RA2;2021-10-26 08:40:00;1;2,73;;10
RA2;2021-10-26 08:40:00;1;2,64;;10
RA1;2021-10-26 08:45:00;1;1,21;;5
RA1;2021-10-26 08:45:00;1;1,20;;5
A5;2021-10-26 13:20:00;1;1,27;;10
A5;2021-10-26 13:20:00;1;1,30;;10
B3;2021-10-27 08:05:00;1;1,54;;10
B3;2021-10-27 08:05:00;1;1,55;;10
C3;2021-10-27 13:45:00;1;2,87;;10
C3;2021-10-27 13:45:00;1;3,34;;10
GA1;2021-10-27 18:30:00;1;2,29;;10
GA1;2021-10-27 18:30:00;1;2,27;;10
C24;2021-10-28 08:00:00;1;2,85;;10
C24;2021-10-28 08:00:00;1;2,92;;10
C14;2021-10-28 13:20:00;1;4,14;;10
C14;2021-10-28 13:20:00;1;4,23;;10
B7;2021-11-23 08:35:00;1;1,03;;10
B7;2021-11-23 08:35:00;1;1,06;;10
B3;2021-12-06 15:55:00;1;0,96;;10
B3;2021-12-06 15:55:00;1;0,99;;10
GA1;2021-12-07 08:10:00;1;1,09;;10
GA1;2021-12-07 08:10:00;1;1,07;;10
C3;2021-12-12 14:40:00;1;0,97;;10
C3;2021-12-12 14:40:00;1;1,00;;10
A13;2021-12-11 21:45:00;1;0,77;;10
A13;2021-12-11 21:45:00;1;0,78;;10
A5;2021-12-11 12:10:00;1;0,78;;10
A5;2021-12-11 12:10:00;1;0,79;;10
C14;2021-12-12 22:10:00;1;1,21;;10
C14;2021-12-12 22:10:00;1;1,28;;10
C24;2021-12-13 09:15:00;1;1,79;;10
C24;2021-12-13 09:15:00;1;1,66;;10
RA2;2021-12-21 09:35:00;1;0,72;volymen uppdelad på två filter;10
RA2;2021-12-21 09:35:00;1;0,73;volymen uppdelad på två filter;10
A13;2022-01-17 19:40:00;1;0,40;;10
